gene_name,gene_id,mgi_symbol
ENSMUSG00000050239,14806,Krtap24-1
ENSMUSG00000050240,14807,Hic2
ENSMUSG00000050241,14808,Klre1
ENSMUSG00000050243,14809,Gm5446
ENSMUSG00000050244,14810,Heatr1
ENSMUSG00000050248,14811,Evc2
ENSMUSG00000050251,14812,Olfr809
ENSMUSG00000050266,14813,Olfr690
ENSMUSG00000050270,14814,Tmem220
ENSMUSG00000050271,14815,D8Ertd82e
ENSMUSG00000050272,14816,Dscam
ENSMUSG00000050276,14817,Mrgprg
ENSMUSG00000050281,14818,Olfr630
ENSMUSG00000050288,14819,Fzd2
ENSMUSG00000050295,14820,Foxc1
ENSMUSG00000050296,14821,Abca12
ENSMUSG00000050299,14822,Gm9843
ENSMUSG00000050304,14823,Slc25a2
ENSMUSG00000050310,14824,Rictor
ENSMUSG00000050312,14825,Nsun3
ENSMUSG00000050315,14826,Synpo2
ENSMUSG00000050321,14827,Neto1
ENSMUSG00000050323,14828,Ndufaf6
ENSMUSG00000050325,14829,NA
ENSMUSG00000050328,14830,Hoxc12
ENSMUSG00000050332,14831,Amer1
ENSMUSG00000050334,14832,C130071C03Rik
ENSMUSG00000050335,14833,Lgals3
ENSMUSG00000050343,14834,Olfr1378
ENSMUSG00000050345,14835,4930486L24Rik
ENSMUSG00000050347,14836,NA
ENSMUSG00000050350,14837,Gpr18
ENSMUSG00000050357,14838,Rltpr
ENSMUSG00000050359,14839,Sprr1a
ENSMUSG00000050366,14840,Olfr524
ENSMUSG00000050368,14841,Hoxd10
ENSMUSG00000050370,14842,Ch25h
ENSMUSG00000050373,14843,Snx21
ENSMUSG00000050377,14844,Il31ra
ENSMUSG00000050379,14845,Sept6
ENSMUSG00000050382,14846,Kif7
ENSMUSG00000050383,14847,Svs3b
ENSMUSG00000050390,14848,C77080
ENSMUSG00000050394,14849,Armcx6
ENSMUSG00000050395,14850,Tnfsf15
ENSMUSG00000050397,14851,Foxl2
ENSMUSG00000050410,14852,Tcf19
ENSMUSG00000050423,14853,Ppp1r3g
ENSMUSG00000050424,14854,Pnma5
ENSMUSG00000050425,14855,Mrgprb2
ENSMUSG00000050428,14856,Fbxo46
ENSMUSG00000050431,14857,Olfr730
ENSMUSG00000050435,14858,Ube2dnl1
ENSMUSG00000050439,14859,Enthd1
ENSMUSG00000050440,14860,Hamp
ENSMUSG00000050445,14861,Cyp8b1
ENSMUSG00000050447,14862,Lypd6
ENSMUSG00000050463,14863,Krt78
ENSMUSG00000050468,14864,Astl
ENSMUSG00000050471,14865,Fam118b
ENSMUSG00000050473,14866,Slc35d3
ENSMUSG00000050478,14867,Olfr807
ENSMUSG00000050490,14868,Gm8394
ENSMUSG00000050493,14869,Fam167b
ENSMUSG00000050503,14870,Fbxl22
ENSMUSG00000050504,14871,Olfr1323
ENSMUSG00000050505,14872,Pcdh20
ENSMUSG00000050511,14873,Oprd1
ENSMUSG00000050520,14874,Cldn8
ENSMUSG00000050526,14875,4933406M09Rik
ENSMUSG00000050530,14876,Fam171a1
ENSMUSG00000050533,14877,Gm9845
ENSMUSG00000050534,14878,Htr5b
ENSMUSG00000050538,14879,B230217C12Rik
ENSMUSG00000050541,14880,Adra1b
ENSMUSG00000050545,14881,Fam228b
ENSMUSG00000050549,14882,5730508B09Rik
ENSMUSG00000050550,14883,Gm11868
ENSMUSG00000050552,14884,Lamtor4
ENSMUSG00000050553,14885,Gk2
ENSMUSG00000050555,14886,Hyls1
ENSMUSG00000050556,14887,Kcnb1
ENSMUSG00000050558,14888,Prokr2
ENSMUSG00000050565,14889,Tor1aip2
ENSMUSG00000050567,14890,Maml1
ENSMUSG00000050577,14891,Olfr1038-ps
ENSMUSG00000050578,14892,Mmp13
ENSMUSG00000050587,14893,Lrrc4c
ENSMUSG00000050592,14894,Fam78a
ENSMUSG00000050600,14895,Zfp831
ENSMUSG00000050603,14896,Olfr1008
ENSMUSG00000050604,14897,NA
ENSMUSG00000050605,14898,Zfp61
ENSMUSG00000050608,14899,Minos1
ENSMUSG00000050612,14900,Txndc2
ENSMUSG00000050613,14901,Olfr125
ENSMUSG00000050619,14902,Zscan29
ENSMUSG00000050621,14903,Rps27rt
ENSMUSG00000050623,14904,Tex40
ENSMUSG00000050625,14905,Ccdc121
ENSMUSG00000050627,14906,Gpd1l
ENSMUSG00000050628,14907,Ubald2
ENSMUSG00000050633,14908,NA
ENSMUSG00000050635,14909,Sprr2f
ENSMUSG00000050640,14910,Tmem150c
ENSMUSG00000050641,14911,BC048562
ENSMUSG00000050645,14912,Defb19
ENSMUSG00000050650,14913,Mrgpra1
ENSMUSG00000050654,14914,Olfr215
ENSMUSG00000050663,14915,Trhde
ENSMUSG00000050666,14916,Vstm4
ENSMUSG00000050668,14917,Gpatch11
ENSMUSG00000050671,14918,Ism2
ENSMUSG00000050675,14919,Gp1ba
ENSMUSG00000050677,14920,Ccdc96
ENSMUSG00000050685,14921,Ccdc54
ENSMUSG00000050697,14922,Prkaa1
ENSMUSG00000050700,14923,Emilin3
ENSMUSG00000050702,14924,4930563M21Rik
ENSMUSG00000050704,14925,2310061N02Rik
ENSMUSG00000050705,14926,2310061I04Rik
ENSMUSG00000050708,14927,Ftl1
ENSMUSG00000050709,14928,NA
ENSMUSG00000050711,14929,Scg2
ENSMUSG00000050714,14930,Zbtb26
ENSMUSG00000050721,14931,Plekho2
ENSMUSG00000050730,14932,Arhgap42
ENSMUSG00000050732,14933,Vamp8
ENSMUSG00000050737,14934,Ptges
ENSMUSG00000050742,14935,Olfr164
ENSMUSG00000050747,14936,Trim15
ENSMUSG00000050751,14937,Pgbd5
ENSMUSG00000050756,14938,Defb6
ENSMUSG00000050761,14939,Gp1bb
ENSMUSG00000050762,14940,Prss27
ENSMUSG00000050763,14941,Olfr1395
ENSMUSG00000050765,14942,Gm5084
ENSMUSG00000050766,14943,Ear14
ENSMUSG00000050772,14944,Olfr1124
ENSMUSG00000050776,14945,Olfr1317
ENSMUSG00000050777,14946,Tmem37
ENSMUSG00000050781,14947,Olfr1284
ENSMUSG00000050783,14948,Htr1f
ENSMUSG00000050786,14949,Ccdc126
ENSMUSG00000050788,14950,Olfr419
ENSMUSG00000050796,14951,B3galt6
ENSMUSG00000050799,14952,Hist1h2ba
ENSMUSG00000050803,14953,Olfr866
ENSMUSG00000050808,14954,Muc15
ENSMUSG00000050810,14955,Oog3
ENSMUSG00000050812,14956,AI314180
ENSMUSG00000050813,14957,Olfr332
ENSMUSG00000050815,14958,Olfr1441
ENSMUSG00000050818,14959,Olfr330
ENSMUSG00000050821,14960,Fam131a
ENSMUSG00000050822,14961,Slc29a4
ENSMUSG00000050824,14962,Sstr5
ENSMUSG00000050830,14963,Vwc2
ENSMUSG00000050836,14964,NA
ENSMUSG00000050840,14965,Cdh20
ENSMUSG00000050844,14966,1700020N01Rik
ENSMUSG00000050846,14967,Zfp623
ENSMUSG00000050852,14968,NA
ENSMUSG00000050853,14969,Olfr958
ENSMUSG00000050854,14970,Tmem125
ENSMUSG00000050855,14971,Zfp940
ENSMUSG00000050856,14972,Atp5k
ENSMUSG00000050860,14973,Phospho1
ENSMUSG00000050865,14974,Olfr1494
ENSMUSG00000050866,14975,Clrn3
ENSMUSG00000050870,14976,Mrgprb8
ENSMUSG00000050875,14977,A730017C20Rik
ENSMUSG00000050876,14978,Spata31d1a
ENSMUSG00000050883,14979,NA
ENSMUSG00000050890,14980,Pdik1l
ENSMUSG00000050891,14981,Tatdn1
ENSMUSG00000050896,14982,Rtn4rl2
ENSMUSG00000050900,14983,Gm7327
ENSMUSG00000050901,14984,Mtnr1b
ENSMUSG00000050908,14985,Tvp23a
ENSMUSG00000050910,14986,Cdr2l
ENSMUSG00000050912,14987,Tmem123
ENSMUSG00000050914,14988,Ankrd37
ENSMUSG00000050917,14989,Fgf4
ENSMUSG00000050919,14990,Zfp366
ENSMUSG00000050921,14991,P2ry10
ENSMUSG00000050926,14992,Dcaf12l2
ENSMUSG00000050930,14993,Map10
ENSMUSG00000050931,14994,Sgms2
ENSMUSG00000050933,14995,Vmn1r231
ENSMUSG00000050936,14996,Hist2h2bb
ENSMUSG00000050944,14997,Efcab5
ENSMUSG00000050945,14998,Zfp438
ENSMUSG00000050947,14999,Amigo1
ENSMUSG00000050953,15000,Gja1
ENSMUSG00000050954,15001,Zfp169
ENSMUSG00000050957,15002,Insl6
ENSMUSG00000050959,15003,NA
ENSMUSG00000050961,15004,AY358078
ENSMUSG00000050963,15005,Kcns2
ENSMUSG00000050965,15006,Prkca
ENSMUSG00000050966,15007,Lin28a
ENSMUSG00000050967,15008,Creg2
ENSMUSG00000050973,15009,Gdpgp1
ENSMUSG00000050974,15010,Gm9847
ENSMUSG00000050978,15011,Gm5215
ENSMUSG00000050982,15012,Apol10a
ENSMUSG00000050989,15013,Sepn1
ENSMUSG00000050994,15014,Adgb
ENSMUSG00000050996,15015,Cetn1
ENSMUSG00000051000,15016,Fam160a1
ENSMUSG00000051002,15017,Gm9848
ENSMUSG00000051003,15018,Olfr161
ENSMUSG00000051007,15019,Pddc1
ENSMUSG00000051008,15020,4930412M03Rik
ENSMUSG00000051022,15021,Hs3st1
ENSMUSG00000051029,15022,Serpinb1b
ENSMUSG00000051034,15023,Zfp11
ENSMUSG00000051036,15024,Ttc24
ENSMUSG00000051037,15025,Zfp455
ENSMUSG00000051038,15026,Rhox11
ENSMUSG00000051041,15027,Olfml1
ENSMUSG00000051043,15028,Gprc5c
ENSMUSG00000051046,15029,Olfr214
ENSMUSG00000051048,15030,P4ha3
ENSMUSG00000051050,15031,Spink14
ENSMUSG00000051051,15032,Olfr523
ENSMUSG00000051052,15033,Olfr335-ps
ENSMUSG00000051054,15034,1700014D04Rik
ENSMUSG00000051056,15035,Gja10
ENSMUSG00000051062,15036,Fbll1
ENSMUSG00000051065,15037,Mb21d2
ENSMUSG00000051067,15038,Lingo3
ENSMUSG00000051074,15039,4930579K19Rik
ENSMUSG00000051076,15040,Vtcn1
ENSMUSG00000051079,15041,Rgs13
ENSMUSG00000051081,15042,Gm4847
ENSMUSG00000051095,15043,Olfr986
ENSMUSG00000051098,15044,Mblac2
ENSMUSG00000051107,15045,Gm15440
ENSMUSG00000051111,15046,Sv2c
ENSMUSG00000051113,15047,Fam71e1
ENSMUSG00000051116,15048,Gm8121
ENSMUSG00000051118,15049,Olfr77
ENSMUSG00000051124,15050,Gimap9
ENSMUSG00000051133,15051,Gm6293
ENSMUSG00000051136,15052,Ghsr
ENSMUSG00000051146,15053,Camk2n2
ENSMUSG00000051147,15054,Nat2
ENSMUSG00000051149,15055,Adnp
ENSMUSG00000051153,15056,Tas2r105
ENSMUSG00000051154,15057,Commd3
ENSMUSG00000051156,15058,Olfr1491
ENSMUSG00000051159,15059,Cited1
ENSMUSG00000051160,15060,Olfr853
ENSMUSG00000051166,15061,Eml5
ENSMUSG00000051169,15062,Rpusd3
ENSMUSG00000051176,15063,Zfp42
ENSMUSG00000051177,15064,Plcb1
ENSMUSG00000051180,15065,Olfr522
ENSMUSG00000051182,15066,Olfr655
ENSMUSG00000051184,15067,Zfp524
ENSMUSG00000051185,15068,Fam174a
ENSMUSG00000051190,15069,Olfr1356
ENSMUSG00000051198,15070,4930548G14Rik
ENSMUSG00000051200,15071,Olfr513
ENSMUSG00000051207,15072,Mrgprd
ENSMUSG00000051209,15073,Gpr119
ENSMUSG00000051212,15074,Gpr183
ENSMUSG00000051219,15075,3100002H09Rik
ENSMUSG00000051220,15076,Ercc6l
ENSMUSG00000051223,15077,Bzw1
ENSMUSG00000051224,15078,Tceanc
ENSMUSG00000051225,15079,Fam83a
ENSMUSG00000051228,15080,Nyx
ENSMUSG00000051232,15081,Tmem199
ENSMUSG00000051234,15082,Rnf7
ENSMUSG00000051235,15083,Gen1
ENSMUSG00000051236,15084,Msrb3
ENSMUSG00000051237,15085,9230109A22Rik
ENSMUSG00000051238,15086,Swsap1
ENSMUSG00000051242,15087,Pcdhb9
ENSMUSG00000051243,15088,Islr2
ENSMUSG00000051246,15089,Msantd1
ENSMUSG00000051251,15090,Nhlh1
ENSMUSG00000051255,15091,Gm6563
ENSMUSG00000051256,15092,Jagn1
ENSMUSG00000051257,15093,Trap1a
ENSMUSG00000051258,15094,Olfr1362
ENSMUSG00000051262,15095,Cml3
ENSMUSG00000051276,15096,Actrt2
ENSMUSG00000051278,15097,Zgrf1
ENSMUSG00000051279,15098,Gdf6
ENSMUSG00000051285,15099,Pcmtd1
ENSMUSG00000051295,15100,9630028B13Rik
ENSMUSG00000051297,15101,2410124H12Rik
ENSMUSG00000051306,15102,Usp42
ENSMUSG00000051313,15103,Olfr1262
ENSMUSG00000051314,15104,Ffar2
ENSMUSG00000051316,15105,Taf7
ENSMUSG00000051319,15106,1500011K16Rik
ENSMUSG00000051323,15107,Pcdh19
ENSMUSG00000051329,15108,Nup160
ENSMUSG00000051331,15109,Cacna1c
ENSMUSG00000051335,15110,Gfod1
ENSMUSG00000051339,15111,2900026A02Rik
ENSMUSG00000051340,15112,Olfr645
ENSMUSG00000051341,15113,Zfp52
ENSMUSG00000051343,15114,Rab11fip5
ENSMUSG00000051344,15115,Plekhm3
ENSMUSG00000051346,15116,Spryd4
ENSMUSG00000051351,15117,Zfp46
ENSMUSG00000051354,15118,Samd3
ENSMUSG00000051355,15119,Commd1
ENSMUSG00000051359,15120,Ncald
ENSMUSG00000051361,15121,6030498E09Rik
ENSMUSG00000051362,15122,Olfr589
ENSMUSG00000051367,15123,Six1
ENSMUSG00000051373,15124,Plpp7
ENSMUSG00000051375,15125,Pcdh1
ENSMUSG00000051378,15126,Kif18b
ENSMUSG00000051379,15127,Flrt3
ENSMUSG00000051390,15128,Zbtb22
ENSMUSG00000051391,15129,Ywhag
ENSMUSG00000051392,15130,Olfr1402
ENSMUSG00000051396,15131,Hspa14
ENSMUSG00000051397,15132,Tacstd2
ENSMUSG00000051401,15133,Kctd16
ENSMUSG00000051403,15134,Ppp1r37
ENSMUSG00000051413,15135,Plagl2
ENSMUSG00000051414,15136,Olfr829
ENSMUSG00000051424,15137,Olfr1184
ENSMUSG00000051427,15138,Ccdc157
ENSMUSG00000051428,15139,NA
ENSMUSG00000051431,15140,Gpr87
ENSMUSG00000051435,15141,Fhad1
ENSMUSG00000051437,15142,Ubqlnl
ENSMUSG00000051439,15143,Cd14
ENSMUSG00000051444,15144,Bbs12
ENSMUSG00000051451,15145,Crebzf
ENSMUSG00000051452,15146,Gm11437
ENSMUSG00000051455,15147,Meioc
ENSMUSG00000051456,15148,Hspb3
ENSMUSG00000051457,15149,Spn
ENSMUSG00000051469,15150,Zfp24
ENSMUSG00000051480,15151,NA
ENSMUSG00000051481,15152,Krtap31-2
ENSMUSG00000051483,15153,Cbr1
ENSMUSG00000051486,15154,Pcdhb11
ENSMUSG00000051490,15155,Foxd4
ENSMUSG00000051493,15156,Olfr974
ENSMUSG00000051495,15157,Irf2bp2
ENSMUSG00000051497,15158,Kcnj16
ENSMUSG00000051498,15159,Tlr6
ENSMUSG00000051499,15160,Zfp786
ENSMUSG00000051502,15161,Ufsp1
ENSMUSG00000051503,15162,Gm6583
ENSMUSG00000051504,15163,Siglech
ENSMUSG00000051506,15164,Wdfy4
ENSMUSG00000051509,15165,Olfr414
ENSMUSG00000051510,15166,Mafg
ENSMUSG00000051515,15167,Fam181b
ENSMUSG00000051517,15168,Arhgef39
ENSMUSG00000051518,15169,Rps19bp1
ENSMUSG00000051527,15170,Usp29
ENSMUSG00000051528,15171,Olfr424
ENSMUSG00000051537,15172,Gm5124
ENSMUSG00000051548,15173,Gm6365
ENSMUSG00000051550,15174,Zfp579
ENSMUSG00000051557,15175,Pusl1
ENSMUSG00000051579,15176,Tceal8
ENSMUSG00000051582,15177,Otud6a
ENSMUSG00000051586,15178,Mical3
ENSMUSG00000051590,15179,Map3k19
ENSMUSG00000051591,15180,Olfr697
ENSMUSG00000051592,15181,Ccnb3
ENSMUSG00000051593,15182,Olfr272
ENSMUSG00000051596,15183,Otop1
ENSMUSG00000051599,15184,Pcdhb2
ENSMUSG00000051606,15185,2010001K21Rik
ENSMUSG00000051611,15186,Olfr112
ENSMUSG00000051614,15187,NA
ENSMUSG00000051615,15188,Rap2a
ENSMUSG00000051616,15189,C230029F24Rik
ENSMUSG00000051617,15190,Krt9
ENSMUSG00000051618,15191,Ubqln3
ENSMUSG00000051627,15192,Hist1h1e
ENSMUSG00000051638,15193,Gm9857
ENSMUSG00000051639,15194,Gm5812
ENSMUSG00000051648,15195,Kctd19
ENSMUSG00000051650,15196,B3gnt2
ENSMUSG00000051652,15197,Lrrc3
ENSMUSG00000051663,15198,Pcdhb1
ENSMUSG00000051669,15199,AU021092
ENSMUSG00000051671,15200,Coa6
ENSMUSG00000051674,15201,Dcun1d4
ENSMUSG00000051675,15202,Trim32
ENSMUSG00000051678,15203,Pcdhb6
ENSMUSG00000051680,15204,Olfr693
ENSMUSG00000051682,15205,Treml4
ENSMUSG00000051687,15206,Vmn1r73
ENSMUSG00000051695,15207,Pcbp1
ENSMUSG00000051703,15208,Tmem198
ENSMUSG00000051705,15209,Senp8
ENSMUSG00000051706,15210,Olfr1325
ENSMUSG00000051716,15211,Apon
ENSMUSG00000051721,15212,BC068281
ENSMUSG00000051723,15213,Rpl31-ps13
ENSMUSG00000051726,15214,Kcnf1
ENSMUSG00000051727,15215,Kctd14
ENSMUSG00000051728,15216,4930563D23Rik
ENSMUSG00000051729,15217,Gm5087
ENSMUSG00000051730,15218,Mettl5
ENSMUSG00000051732,15219,Pabpc2
ENSMUSG00000051735,15220,Rinl
ENSMUSG00000051736,15221,Fam229b
ENSMUSG00000051747,15222,Ttn
ENSMUSG00000051748,15223,Wfdc21
ENSMUSG00000051758,15224,4930544M13Rik
ENSMUSG00000051768,15225,Xrcc1
ENSMUSG00000051769,15226,Wfdc15a
ENSMUSG00000051777,15227,Iqcj
ENSMUSG00000051786,15228,Tubgcp6
ENSMUSG00000051788,15229,4930564D02Rik
ENSMUSG00000051790,15230,Nlgn2
ENSMUSG00000051793,15231,Olfr284
ENSMUSG00000051802,15232,Krtap19-5
ENSMUSG00000051804,15233,Adam6b
ENSMUSG00000051805,15234,A530095I07Rik
ENSMUSG00000051811,15235,Cox6b2
ENSMUSG00000051817,15236,Sox12
ENSMUSG00000051827,15237,Rhox2a
ENSMUSG00000051832,15238,E230016K23Rik
ENSMUSG00000051839,15239,Gypa
ENSMUSG00000051844,15240,B230319C09Rik
ENSMUSG00000051851,15241,Cxx1c
ENSMUSG00000051853,15242,Arf3
ENSMUSG00000051855,15243,Mest
ENSMUSG00000051860,15244,Samd7
ENSMUSG00000051864,15245,Tbc1d22a
ENSMUSG00000051877,15246,Vmn2r72
ENSMUSG00000051879,15247,Krt71
ENSMUSG00000051885,15248,Olfr664
ENSMUSG00000051890,15249,Klhdc1
ENSMUSG00000051896,15250,Tex37
ENSMUSG00000051900,15251,Abca16
ENSMUSG00000051906,15252,Cd209f
ENSMUSG00000051910,15253,Sox6
ENSMUSG00000051917,15254,Tas2r144
ENSMUSG00000051920,15255,Rspo2
ENSMUSG00000051934,15256,Spats2
ENSMUSG00000051936,15257,Prss58
ENSMUSG00000051940,15258,5031410I06Rik
ENSMUSG00000051950,15259,B3glct
ENSMUSG00000051951,15260,Xkr4
ENSMUSG00000051952,15261,Olfr371
ENSMUSG00000051956,15262,Rnf133
ENSMUSG00000051965,15263,Nanos2
ENSMUSG00000051969,15264,Tlr11
ENSMUSG00000051976,15265,NA
ENSMUSG00000051977,15266,Prdm9
ENSMUSG00000051978,15267,Erich1
ENSMUSG00000051980,15268,Casr
ENSMUSG00000051984,15269,Sec31b
ENSMUSG00000051985,15270,Igfn1
ENSMUSG00000051986,15271,A530006G24Rik
ENSMUSG00000051989,15272,Smim11
ENSMUSG00000051998,15273,Lax1
ENSMUSG00000052013,15274,Btla
ENSMUSG00000052014,15275,A330070K13Rik
ENSMUSG00000052025,15276,Ppp1r2-ps7
ENSMUSG00000052026,15277,Slc6a7
ENSMUSG00000052031,15278,Tagap1
ENSMUSG00000052033,15279,Pfdn4
ENSMUSG00000052040,15280,Klf13
ENSMUSG00000052056,15281,Zfp217
ENSMUSG00000052058,15282,Olfr901
ENSMUSG00000052062,15283,Pard3b
ENSMUSG00000052075,15284,1700029F12Rik
ENSMUSG00000052085,15285,Dock8
ENSMUSG00000052087,15286,Rgs14
ENSMUSG00000052098,15287,NA
ENSMUSG00000052099,15288,Prss51
ENSMUSG00000052102,15289,Gnpda1
ENSMUSG00000052105,15290,Mtcl1
ENSMUSG00000052117,15291,D630039A03Rik
ENSMUSG00000052125,15292,F730043M19Rik
ENSMUSG00000052131,15293,Akr1b7
ENSMUSG00000052133,15294,Sema5b
ENSMUSG00000052135,15295,Foxo6
ENSMUSG00000052137,15296,Rbm12b2
ENSMUSG00000052139,15297,Bre
ENSMUSG00000052142,15298,Rasal3
ENSMUSG00000052143,15299,Gm9869
ENSMUSG00000052144,15300,Ppp4r2
ENSMUSG00000052146,15301,Rps10
ENSMUSG00000052151,15302,Plpp2
ENSMUSG00000052154,15303,Gm9870
ENSMUSG00000052155,15304,Acvr2a
ENSMUSG00000052157,15305,Gm650
ENSMUSG00000052160,15306,Pld4
ENSMUSG00000052180,15307,Serpinb6c
ENSMUSG00000052182,15308,Olfr849
ENSMUSG00000052187,15309,Hbb-y
ENSMUSG00000052188,15310,Gm14964
ENSMUSG00000052192,15311,Gm5963
ENSMUSG00000052212,15312,Cd177
ENSMUSG00000052214,15313,Opa3
ENSMUSG00000052217,15314,Hbb-bh1
ENSMUSG00000052221,15315,Ppp1r36
ENSMUSG00000052222,15316,NA
ENSMUSG00000052229,15317,Gpr17
ENSMUSG00000052234,15318,Epx
ENSMUSG00000052236,15319,Gm9871
ENSMUSG00000052241,15320,A930035D04Rik
ENSMUSG00000052248,15321,Zeb2os
ENSMUSG00000052253,15322,Zfp622
ENSMUSG00000052262,15323,NA
ENSMUSG00000052270,15324,Fpr2
ENSMUSG00000052271,15325,Bhlha15
ENSMUSG00000052273,15326,Dnah3
ENSMUSG00000052276,15327,Ostn
ENSMUSG00000052281,15328,Tspan32os
ENSMUSG00000052291,15329,5330438D12Rik
ENSMUSG00000052293,15330,Taf9
ENSMUSG00000052295,15331,8030423F21Rik
ENSMUSG00000052296,15332,Ppp6r1
ENSMUSG00000052298,15333,Cdc42se2
ENSMUSG00000052299,15334,Ltn1
ENSMUSG00000052301,15335,Doc2a
ENSMUSG00000052302,15336,Tbc1d30
ENSMUSG00000052303,15337,Mrgpra6
ENSMUSG00000052305,15338,Hbb-bs
ENSMUSG00000052310,15339,Slc39a1
ENSMUSG00000052316,15340,Lrrc15
ENSMUSG00000052331,15341,Ankrd44
ENSMUSG00000052334,15342,1700024B05Rik
ENSMUSG00000052336,15343,Cx3cr1
ENSMUSG00000052337,15344,Immt
ENSMUSG00000052353,15345,Cemip
ENSMUSG00000052363,15346,Zdhhc19
ENSMUSG00000052364,15347,B630019K06Rik
ENSMUSG00000052368,15348,Gm9873
ENSMUSG00000052369,15349,Tmem106c
ENSMUSG00000052371,15350,Hoxd3os1
ENSMUSG00000052372,15351,Il1rapl1
ENSMUSG00000052373,15352,Mpp3
ENSMUSG00000052374,15353,Actn2
ENSMUSG00000052376,15354,4921508M14Rik
ENSMUSG00000052382,15355,Rnase9
ENSMUSG00000052384,15356,Nrros
ENSMUSG00000052387,15357,Trpm3
ENSMUSG00000052388,15358,NA
ENSMUSG00000052389,15359,NA
ENSMUSG00000052392,15360,Acot4
ENSMUSG00000052395,15361,Rft1
ENSMUSG00000052396,15362,Mogat2
ENSMUSG00000052397,15363,Ezr
ENSMUSG00000052403,15364,Fcnaos
ENSMUSG00000052406,15365,Rexo4
ENSMUSG00000052407,15366,Ccdc171
ENSMUSG00000052414,15367,Gm28047
ENSMUSG00000052415,15368,Tchh
ENSMUSG00000052417,15369,Olfr720
ENSMUSG00000052419,15370,2610001J05Rik
ENSMUSG00000052423,15371,B4galt3
ENSMUSG00000052426,15372,Gm9877
ENSMUSG00000052428,15373,Tmco1
ENSMUSG00000052429,15374,NA
ENSMUSG00000052430,15375,Bmpr1b
ENSMUSG00000052435,15376,Cebpe
ENSMUSG00000052446,15377,Zfp961
ENSMUSG00000052456,15378,Asna1
ENSMUSG00000052459,15379,Atp6v1a
ENSMUSG00000052467,15380,NA
ENSMUSG00000052468,15381,Pmp2
ENSMUSG00000052469,15382,Tcp10c
ENSMUSG00000052471,15383,Gm9881
ENSMUSG00000052477,15384,C130026I21Rik
ENSMUSG00000052479,15385,A330008L17Rik
ENSMUSG00000052482,15386,Gm8174
ENSMUSG00000052485,15387,Tmem171
ENSMUSG00000052488,15388,Cherp
ENSMUSG00000052496,15389,Pkdrej
ENSMUSG00000052504,15390,Epha3
ENSMUSG00000052508,15391,Olfr536
ENSMUSG00000052512,15392,Nav2
ENSMUSG00000052516,15393,Robo2
ENSMUSG00000052520,15394,Cyp2j5
ENSMUSG00000052525,15395,Spdya
ENSMUSG00000052533,15396,Nup188
ENSMUSG00000052534,15397,Pbx1
ENSMUSG00000052537,15398,Olfr198
ENSMUSG00000052539,15399,Magi3
ENSMUSG00000052544,15400,St6galnac3
ENSMUSG00000052549,15401,Arl13a
ENSMUSG00000052551,15402,Adarb2
ENSMUSG00000052554,15403,Defb34
ENSMUSG00000052557,15404,Gan
ENSMUSG00000052558,15405,NA
ENSMUSG00000052560,15406,Cpne8
ENSMUSG00000052562,15407,Slc22a30
ENSMUSG00000052563,15408,D930048N14Rik
ENSMUSG00000052565,15409,Hist1h1d
ENSMUSG00000052566,15410,Hook2
ENSMUSG00000052572,15411,Dlg2
ENSMUSG00000052581,15412,Lrrtm4
ENSMUSG00000052584,15413,Serp2
ENSMUSG00000052593,15414,Adam17
ENSMUSG00000052595,15415,A1cf
ENSMUSG00000052605,15416,Isoc2b
ENSMUSG00000052609,15417,Plekhg3
ENSMUSG00000052613,15418,Pcdh15
ENSMUSG00000052616,15419,Ccdc79
ENSMUSG00000052625,15420,Olfr851
ENSMUSG00000052629,15421,Gm9885
ENSMUSG00000052631,15422,Sh2d6
ENSMUSG00000052632,15423,Asap2
ENSMUSG00000052642,15424,4930504O13Rik
ENSMUSG00000052656,15425,Rnf103
ENSMUSG00000052658,15426,5830454E08Rik
ENSMUSG00000052673,15427,Gm9887
ENSMUSG00000052675,15428,Zfp112
ENSMUSG00000052676,15429,Zmat1
ENSMUSG00000052681,15430,Rap1b
ENSMUSG00000052684,15431,Jun
ENSMUSG00000052688,15432,Rab7b
ENSMUSG00000052698,15433,Tln2
ENSMUSG00000052707,15434,Tnrc6a
ENSMUSG00000052712,15435,BC004004
ENSMUSG00000052713,15436,Zfp608
ENSMUSG00000052724,15437,Gm9888
ENSMUSG00000052726,15438,Kcnt2
ENSMUSG00000052727,15439,Map1b
ENSMUSG00000052730,15440,Gm5111
ENSMUSG00000052736,15441,Klrc2
ENSMUSG00000052738,15442,Suclg1
ENSMUSG00000052748,15443,Swt1
ENSMUSG00000052749,15444,Trim30b
ENSMUSG00000052751,15445,Repin1
ENSMUSG00000052752,15446,Traf7
ENSMUSG00000052759,15447,Gpr25
ENSMUSG00000052760,15448,A630001G21Rik
ENSMUSG00000052763,15449,Zfp212
ENSMUSG00000052767,15450,Gm12703
ENSMUSG00000052769,15451,Gm9889
ENSMUSG00000052776,15452,Oas1a
ENSMUSG00000052779,15453,4833418N17Rik
ENSMUSG00000052783,15454,Grk4
ENSMUSG00000052785,15455,Olfr573-ps1
ENSMUSG00000052790,15456,Gm9890
ENSMUSG00000052794,15457,1700030K09Rik
ENSMUSG00000052798,15458,Nup107
ENSMUSG00000052812,15459,Atad2b
ENSMUSG00000052818,15460,Olfr813
ENSMUSG00000052819,15461,Best2
